title,visit_count,last_visit_time
pytorch sentimenet models - Google Search,3,2025-03-13 20:32:14.536262
How to use pad_packed_sequence in pytorch<1.1.0,2,2025-03-13 20:31:54.889653
How to use pad_packed_sequence in pytorch<1.1.0,1,2025-03-13 20:31:54.889653
How to use pad_packed_sequence in pytorch<1.1.0,1,2025-03-13 20:31:53.792869
How to use pad_packed_sequence in pytorch<1.1.0,1,2025-03-13 20:31:53.792869
bentrevett/pytorch-sentiment-analysis: Tutorials on getting started with PyTorch and TorchText for sentiment analysis.,1,2025-03-13 20:31:31.740099
"T5-Base Model for Summarization, Sentiment Classification, and Translation — Torchtext 0.17.0.dev20240731 documentation",1,2025-03-13 20:31:03.179177
what do you call it when a variable is changed twice at the same time - Google Search,1,2025-03-13 19:53:50.506084
"Google Calendar - Wednesday, March 19, 2025",7,2025-03-13 19:33:38.731368
Google Calendar - Event details,1,2025-03-13 19:33:28.764768
"Google Calendar - Thursday, March 13, 2025, today",60,2025-03-13 19:33:20.103327
"Google Calendar - Thursday, March 13, 2025, today",57,2025-03-13 19:33:20.103327
"Google Calendar - Thursday, March 13, 2025, today",57,2025-03-13 19:33:20.103327
"Google Calendar - Thursday, March 13, 2025, today",57,2025-03-13 19:33:20.103327
python 3.4 Google Chrome history - Stack Overflow,2,2025-03-13 18:36:39.091401
how to get the type of a given variable pythpn - Google Search,1,2025-03-13 18:35:37.963501
shutil library in python - Google Search,1,2025-03-13 18:31:56.604421
-webkit-prefixed CSS extensions - CSS: Cascading Style Sheets | MDN,1,2025-03-13 18:30:12.086399
webkit(utc) - Google Search,1,2025-03-13 18:29:45.102498
covel northridge ucla - Google Search,1,2025-03-13 18:27:04.526110
covel northridge ucla - Google Search,1,2025-03-13 18:26:47.813379
covel northridge ucla - Google Search,2,2025-03-13 18:26:47.760064
covel northridge ucla - Google Search,1,2025-03-13 18:26:25.188843
covel northridge ucla - Google Search,1,2025-03-13 18:26:25.188843
covel northridge - Google Search,1,2025-03-13 18:26:23.592475
covel northridge - Google Search,1,2025-03-13 18:15:00.529099
covel northridge - Google Search,1,2025-03-13 18:15:00.529099
ucla dining - Google Search,1,2025-03-13 18:13:23.156423
ucla dining - Google Search,1,2025-03-13 18:01:11.303955
Python String Format – Python S Print Format Example,1,2025-03-13 17:03:08.401151
formatted strings python with %s - Google Search,1,2025-03-13 17:00:51.056531
formatted strings python - Google Search,3,2025-03-13 17:00:45.589508
string — Common string operations — Python 3.13.2 documentation,1,2025-03-13 17:00:32.810843
7. Input and Output — Python 3.13.2 documentation,1,2025-03-13 16:58:34.205814
formated string in pythpon as a variable - Google Search,2,2025-03-13 16:58:27.188856
Using variables in the format() function in Python - Stack Overflow,1,2025-03-13 16:58:15.565495
formated string in pythpon - Google Search,1,2025-03-13 16:57:52.685747
Ian729/chrome-history-analysis: Chrome History Analysis,8,2025-03-13 16:14:32.092280
is there a way to put a string placeholder in python stored in a variable - Google Search,1,2025-03-13 16:03:43.225461
is there a way to put a string placeholder in python - Google Search,1,2025-03-13 16:03:22.882890
nanoseconds to seconds - Google Search,1,2025-03-13 15:52:23.604527
specfying data types in python function parameters and return value - Google Search,1,2025-03-13 15:14:01.348318
how many weeks in a year - Google Search,1,2025-03-13 15:10:19.231319
Search — Python 3.13.2 documentation,1,2025-03-13 15:03:28.287698
timedelta - Google Search,1,2025-03-13 15:03:21.767288
timezones in python - Google Search,1,2025-03-13 15:01:39.718124
getting current date in python - Google Search,1,2025-03-13 15:00:44.770140
getting current date in python - Google Search,1,2025-03-13 15:00:44.218715
Perplexity of fixed-length models — transformers 3.2.0 documentation,1,2025-03-13 11:36:04.390874
lora_config options - Google Search,1,2025-03-13 11:35:08.028771
Temp-LoRA/scripts at main · TemporaryLoRA/Temp-LoRA,11,2025-03-13 11:28:27.530280
Temp-LoRA/scripts/llama2.sh at main · TemporaryLoRA/Temp-LoRA,6,2025-03-13 11:28:27.047060
Commits · TemporaryLoRA/Temp-LoRA,3,2025-03-13 11:28:19.873283
claude.ai/chat/59c3128b-50c2-4d40-8862-933de2472d42,1,2025-03-13 11:28:06.173497
Stanford University CS231n: Deep Learning for Computer Vision,2,2025-03-13 11:21:46.329595
Canvas Login Stanford University,2,2025-03-13 11:21:44.338909
Canvas Login Stanford University,2,2025-03-13 11:21:44.338909
Canvas Login Stanford University,2,2025-03-13 11:21:44.338909
Stanford University CS231n: Deep Learning for Computer Vision,2,2025-03-13 11:21:29.365038
Stanford University CS231n: Deep Learning for Computer Vision,1,2025-03-13 11:21:29.365038
CS231n Convolutional Neural Networks for Visual Recognition,1,2025-03-13 11:21:10.142796
stanford CS231n (Computer Vision) - Google Search,1,2025-03-13 11:20:26.356972
Natural Language Processing with Transformers - Google Books,1,2025-03-13 11:19:27.893802
Natural Language Processing with Transformers - Google Books,1,2025-03-13 11:19:27.893802
Natural Language Processing with Transformers pdf - Google Search,1,2025-03-13 11:19:21.392168
Natural Language Processing with Transformers - Google Search,1,2025-03-13 11:19:13.014646
what does compute cap mean nvidia gpu - Google Search,1,2025-03-13 11:14:38.695055
what does compute cap mean - Google Search,1,2025-03-13 11:14:30.280776
NVIDIA Grace Hopper Superchip | NVIDIA,1,2025-03-13 11:10:17.237855
NVIDIA Tesla V100 | NVIDIA,1,2025-03-13 11:09:57.492753
most expensive nvidia gpus - Google Search,1,2025-03-13 11:09:46.399990
titan rtx - Google Search,2,2025-03-13 11:09:34.028410
TITAN RTX Ultimate PC Graphics Card with Turing | NVIDIA,1,2025-03-13 11:09:14.768092
Effective Deep Learning Study Methods - Grok,1,2025-03-13 11:07:44.173169
Grok,16,2025-03-13 11:07:15.902278
nvidia smi commands - Google Search,1,2025-03-13 11:05:54.037712
how to check nvidia device - Google Search,1,2025-03-13 11:05:39.876392
how to run gpu scripts idle tools - Google Search,1,2025-03-13 11:04:42.031064
how to run gpu scripts idle - Google Search,1,2025-03-13 11:04:25.176295
Evaluation Metrics for Language Modeling,1,2025-03-13 11:02:58.836319
Cross Entropy in Large Language Models (LLMs) | by Charles Chi | AI: Assimilating Intelligence | Medium,1,2025-03-13 11:02:55.916443
Perplexity and accuracy in classification | by yvesborenstein | unpack | Medium,1,2025-03-13 11:02:54.197491
"FP64, FP32, FP16, BFLOAT16, TF32, and other members of the ZOO | by Grigory Sapunov | Medium",1,2025-03-13 11:01:02.165897
bft16 data type - Google Search,1,2025-03-13 11:00:58.001193
causal meaning - Google Search,1,2025-03-13 10:59:16.293544
casual meaning - Google Search,1,2025-03-13 10:59:06.556343
causul - Google Search,1,2025-03-13 10:59:02.350556
PEFT types,1,2025-03-13 10:52:14.290422
TaskType peft - Google Search,1,2025-03-13 10:52:13.002386
Entropy rate - Wikipedia,1,2025-03-13 10:44:24.335590
Is there an algorithm to find the Shannon entropy for text? - Stack Overflow,1,2025-03-13 10:44:06.053738
is there a way to get entropy of text/ppl of text? - Google Search,1,2025-03-13 10:44:03.213096
Network Dependents · deepspeedai/DeepSpeed · deepspeed repositories,1,2025-03-13 10:31:02.460904
Latest News - DeepSpeed,1,2025-03-13 10:29:37.814566
deepspeed python - Google Search,1,2025-03-13 10:29:19.797098
OpenGL - The Industry Standard for High Performance Graphics,2,2025-03-12 23:16:04.937420
Getting Started - OpenGL Wiki,1,2025-03-12 23:15:46.432459
opneGL - Google Search,1,2025-03-12 23:15:22.612475
YouTube,21,2025-03-12 23:10:03.235617
Microsoft goes nuclear on TypeScript codebase… - YouTube,1,2025-03-12 23:06:46.958438
Anderson Cooper: Trump and Musk turned White House lawn into ‘Tesla showroom’ - YouTube,1,2025-03-12 23:06:25.965443
SQLite Backend for Beginners - Create Quick Databases with Python and SQL - YouTube,2,2025-03-12 23:06:25.962024
Python datetime Components Explained - Grok,1,2025-03-12 23:04:53.588620
Ubuntu Installation Using .iso File - Grok,2,2025-03-12 23:04:39.817360
getting the current date in python - Google Search,1,2025-03-12 22:53:37.082035
Find Chrome Folders,1,2025-03-12 22:51:14.786827
shutil library in python - Google Search,1,2025-03-12 22:47:34.486361
ChatGPT,1,2025-03-12 22:47:24.091788
ChatGPT,1,2025-03-12 22:47:24.091788
ChatGPT,1,2025-03-12 22:47:24.091788
ChatGPT,1,2025-03-12 22:47:24.091788
ChatGPT,1,2025-03-12 22:47:24.091788
ChatGPT,1,2025-03-12 22:47:24.091788
Sign in - Google Accounts,1,2025-03-12 22:47:20.114503
Sign in - Google Accounts,1,2025-03-12 22:47:20.111747
Sign in - Google Accounts,1,2025-03-12 22:47:19.662860
Sign in - Google Accounts,1,2025-03-12 22:47:19.662860
Login - ChatGPT,1,2025-03-12 22:47:17.961633
Login - ChatGPT,1,2025-03-12 22:47:17.961633
Login - ChatGPT,1,2025-03-12 22:47:17.961633
Login - ChatGPT,1,2025-03-12 22:47:17.961633
Login - OpenAI,1,2025-03-12 22:47:12.918983
Login - OpenAI,1,2025-03-12 22:47:10.221066
Login - OpenAI,1,2025-03-12 22:47:10.221066
Sign in - Google Accounts,1,2025-03-12 22:47:07.973664
Sign in - Google Accounts,1,2025-03-12 22:47:07.968950
Sign in - Google Accounts,1,2025-03-12 22:47:07.616212
Sign in - Google Accounts,1,2025-03-12 22:47:07.616212
Login - ChatGPT,1,2025-03-12 22:47:05.842191
sqlite3 — DB-API 2.0 interface for SQLite databases — Python 3.13.2 documentation,1,2025-03-12 22:46:33.367199
ucla dining - Google Search,1,2025-03-12 21:54:44.719318
python - Create file path from variables - Stack Overflow,1,2025-03-12 20:53:29.849006
creating an os path - Google Search,2,2025-03-12 20:53:28.484686
os.path — Common pathname manipulations — Python 3.13.2 documentation,4,2025-03-12 20:53:28.068984
os.path — Common pathname manipulations — Python 3.13.2 documentation,1,2025-03-12 20:53:25.389001
sqlite3 — DB-API 2.0 interface for SQLite databases — Python 3.13.2 documentation,1,2025-03-12 20:52:37.367282
os.path.expanduser - Google Search,1,2025-03-12 20:49:24.883390
os.path.join - Google Search,1,2025-03-12 20:48:53.522859
google chrome history database path mac - Google Search,1,2025-03-12 20:46:09.560108
google chrome history database path - Google Search,1,2025-03-12 20:46:06.972338
sqlite3 — DB-API 2.0 interface for SQLite databases — Python 3.13.2 documentation,1,2025-03-12 20:45:17.356894
how to interact with google chrome history on mac using python - Google Search,1,2025-03-12 20:43:47.327176
how to interact with google chrome history on mac - Google Search,1,2025-03-12 20:43:37.348106
Login - ChatGPT,1,2025-03-12 20:43:28.687420
Login - ChatGPT,1,2025-03-12 20:43:28.687420
Login - ChatGPT,1,2025-03-12 20:43:28.687420
Manifest file format  |  Chrome for Developers,1,2025-03-12 20:43:05.236338
Manifest file format  |  Chrome for Developers,1,2025-03-12 20:43:05.236338
sqlite3 — DB-API 2.0 interface for SQLite databases — Python 3.13.2 documentation,2,2025-03-12 20:42:19.295647
Analyze Chrome's Browsing History with Python - Geekswipe,1,2025-03-12 20:42:16.839351
Google Chrome History Location | Chrome History Viewer,1,2025-03-12 20:42:13.854374
Ian729/chrome-history-analysis: Chrome History Analysis,1,2025-03-12 20:42:07.672590
chrome.history  |  API  |  Chrome for Developers,1,2025-03-12 20:42:00.762485
Google Chrome Browser Project - Google Docs,1,2025-03-12 20:41:48.693836
Humane World + UCLA: Bruin Plate student survey,1,2025-03-12 18:19:59.808947
Humane World + UCLA: Bruin Plate student survey,1,2025-03-12 18:19:59.808947
Deadlines Enrollment Policies | OASA,2,2025-03-12 18:19:57.675877
"argparse — Parser for command-line options, arguments and subcommands — Python 3.13.2 documentation",1,2025-03-12 15:55:52.127149
json python - Google Search,2,2025-03-12 15:54:03.452079
json — JSON encoder and decoder — Python 3.13.2 documentation,1,2025-03-12 15:52:52.586074
"argparse — Parser for command-line options, arguments and subcommands — Python 3.13.2 documentation",1,2025-03-12 15:52:46.469149
argparse - Google Search,1,2025-03-12 15:52:41.452588
The 5 Best Backend Development Languages to Master (2025),1,2025-03-12 15:42:53.713444
most useful backend languages to learnm - Google Search,1,2025-03-12 15:42:29.870040
CVPR 2019 Open Access Repository,1,2025-03-12 15:32:58.767254
CVPR 2019 Open Access Repository,1,2025-03-12 15:32:58.767254
View article,1,2025-03-12 15:32:54.600802
Deng Cai's Homepage,2,2025-03-12 15:32:44.229159
Deng Cai's Homepage,1,2025-03-12 15:32:40.950502
Deng Cai's Homepage,1,2025-03-12 15:31:29.774972
‪Yan Wang‬ - ‪Google Scholar‬,1,2025-03-12 15:31:03.947599
deng cai - Google Search,1,2025-03-12 15:31:01.670875
Yan Wang∗ - Google Search,1,2025-03-12 15:30:53.343557
The relationship between Perplexity and Entropy in NLP | by Ravi Charan | TDS Archive | Medium,1,2025-03-12 15:18:41.463134
nyu-mll/GLUE-baselines: [DEPRECATED] Repo for exploring multi-task learning approaches to learning sentence representations,5,2025-03-12 15:18:28.919598
GLUE-baselines/src at master · nyu-mll/GLUE-baselines,5,2025-03-12 15:18:27.896855
GLUE-baselines/src/preprocess.py at master · nyu-mll/GLUE-baselines,2,2025-03-12 15:18:04.973769
GLUE-baselines/src/trainer.py at master · nyu-mll/GLUE-baselines,2,2025-03-12 15:17:18.883334
GLUE-baselines/download_glue_data.py at master · nyu-mll/GLUE-baselines,3,2025-03-12 15:17:00.724041
GLUE Benchmark,2,2025-03-12 15:16:49.158609
pdf,1,2025-03-12 15:14:42.280457
glue benchmark - Google Search,1,2025-03-12 15:13:49.077987
togethercomputer (Together),1,2025-03-12 15:12:22.375982
togethercomputer - Google Search,1,2025-03-12 15:12:20.944533
Copy of Introduction to ROS - Google Docs,3,2025-03-12 15:03:31.885044
Copy of Introduction to ROS - Google Docs,1,2025-03-12 15:03:31.660759
"USC cost of attendance nears $100,000  – NBC Los Angeles",1,2025-03-12 14:49:32.958892
the angels book - Google Search,1,2025-03-12 12:32:33.627730
the angels spray book - Google Search,1,2025-03-12 12:32:26.768803
the angels spray - Google Search,1,2025-03-12 12:32:22.494367
explain the relatinship between perplexity and cross entropy - Google Search,1,2025-03-12 12:30:04.991204
Import files directly from file location - Ideas - Discussions on Python.org,1,2025-03-12 12:28:10.188304
Import files directly from file location - Ideas - Discussions on Python.org,1,2025-03-12 12:28:05.573460
Import files directly from file location - Ideas - Discussions on Python.org,1,2025-03-12 11:29:22.918145
importing from a certain file path in python? - Google Search,2,2025-03-12 11:29:17.702252
python - How can I import a module dynamically given the full path? - Stack Overflow,1,2025-03-12 11:28:54.345981
Requirement torch==2.1.2+cu118 not found · Issue #23 · Stability-AI/StableCascade,1,2025-03-12 11:23:58.752039
torch==2.2.1+cu118 - Google Search,2,2025-03-12 11:23:56.739254
Previous PyTorch Versions | PyTorch,1,2025-03-12 11:23:46.267860
Menus | UCLA Housing-Dining,3,2025-03-12 10:40:04.803154
ucla dining - Google Search,1,2025-03-12 10:39:32.473217
cross entropy versus perplexity - Google Search,2,2025-03-11 23:10:28.390314
natural language - Perplexity and cross-entropy for n-gram models - Cross Validated,1,2025-03-11 23:10:07.223439
calculting entropy LLM model - Google Search,1,2025-03-11 23:09:24.767031
How to install Python packages with requirements.txt - GeeksforGeeks,1,2025-03-11 23:07:30.100739
installing from requirements.txt - Google Search,1,2025-03-11 23:07:27.695588
How to create virtual env with Python 3? - Stack Overflow,1,2025-03-11 23:07:14.231703
creating virtual environment python - Google Search,2,2025-03-11 23:07:02.595595
venv — Creation of virtual environments — Python 3.13.2 documentation,3,2025-03-11 23:04:35.525482
Temp-LoRA/trainer at main · TemporaryLoRA/Temp-LoRA,5,2025-03-11 22:43:45.085990
Temp-LoRA/trainer/acc_pg19_trainer.py at main · TemporaryLoRA/Temp-LoRA,2,2025-03-11 22:43:42.219596
ucla dining - Google Search,1,2025-03-11 19:14:44.216389
CS33,1,2025-03-11 16:01:59.039451
CS33,1,2025-03-11 16:01:59.039451
Join Slido: Enter #code to vote and ask questions,1,2025-03-11 16:01:54.843576
Join Slido: Enter #code to vote and ask questions,1,2025-03-11 16:01:54.843576
New User Registration,1,2025-03-11 13:51:39.329430
Login,2,2025-03-11 13:51:22.691486
Login,1,2025-03-11 13:51:22.691486
htmlredirection,1,2025-03-11 13:51:22.548811
Scientific Networking Summer Student Assistant - LBL Careers,1,2025-03-11 13:47:01.796359
2025 Computing Sciences Student Program - LBL Careers,1,2025-03-11 13:46:16.493641
Tracking Perplexity in Temp-LoRA Text Generation - Claude,1,2025-03-10 22:35:40.947754
Tracking Perplexity in Temp-LoRA Text Generation - Claude,1,2025-03-10 22:35:35.409335
LoRA Model Perplexity Tracking and Adjustment - Grok,1,2025-03-10 22:35:25.857774
Resolving LoRA Generation Errors in Code - Grok,1,2025-03-10 22:35:14.080351
ucla dining - Google Search,1,2025-03-10 21:10:30.498579
Robert-Spataru (Robert Spataru),28,2025-03-10 20:09:46.413490
GitHub Dashboard,1,2025-03-10 20:09:35.875795
Two-factor authentication · GitHub,1,2025-03-10 20:07:12.165286
Two-factor authentication · GitHub,1,2025-03-10 20:07:03.516591
Two-factor authentication · GitHub,1,2025-03-10 20:07:02.275550
Two-factor authentication · GitHub,1,2025-03-10 20:07:00.671651
Two-factor authentication · GitHub,3,2025-03-10 20:06:57.769572
Sign in to GitHub · GitHub,2,2025-03-10 20:06:51.270904
"GitHub · Build and ship software on a single, collaborative platform · GitHub",1,2025-03-10 20:06:49.705234
github - Google Search,1,2025-03-10 20:06:04.362824
Copy of Introduction to ROS - Google Docs,2,2025-03-10 19:54:40.208875
Copy of Introduction to ROS - Google Docs,2,2025-03-10 19:39:46.995353
Copy of Introduction to ROS - Google Docs,1,2025-03-10 19:39:34.169777
Copy of Introduction to ROS - Google Docs,1,2025-03-10 19:39:33.742007
Copy of Introduction to ROS - Google Docs,1,2025-03-10 19:39:33.742007
Introduction to ROS - Google Docs,3,2025-03-10 19:39:15.717767
2106.09685,1,2025-03-10 19:36:03.683635
Introduction to ROS - Google Docs,12,2025-03-10 19:34:44.253950
Introduction to ROS - Google Docs,4,2025-03-10 19:34:39.128319
The Linux command line for beginners | Ubuntu,1,2025-03-10 19:24:49.906339
The Linux command line for beginners | Ubuntu,1,2025-03-10 19:24:49.427370
display - Unable to set my screen resolution higher - Ask Ubuntu,1,2025-03-10 19:22:22.085280
how to increase resolution ubuntu - Google Search,1,2025-03-10 19:22:20.327098
Ubuntu 22.04.5 LTS (Jammy Jellyfish),2,2025-03-10 19:19:29.107013
Writing a simple service and client (Python) — ROS 2 Documentation: Humble documentation,1,2025-03-10 19:19:23.967991
com.revrobotics (FRC-REVLib API),1,2025-03-10 19:19:20.179138
Introduction | 🦜️🔗 LangChain,1,2025-03-10 19:15:59.904252
LangChain,2,2025-03-10 19:15:59.039450
Chrome History Sensitivity Checker Project - Grok,1,2025-03-10 19:15:53.468413
chrome.history  |  API  |  Chrome for Developers,2,2025-03-10 19:15:51.948859
Untitled document - Google Docs,5,2025-03-10 19:15:37.621144
What is a Servo Motor and How it Works? - RealPars,1,2025-03-10 19:05:07.991061
My Housing | Housing,1,2025-03-10 18:30:04.528674
Housing Building Maps | Housing,1,2025-03-10 18:30:01.015857
UCLA Health Westside Primary Care Los Angeles - Google Search,65,2025-03-10 18:29:56.159531
UCLA Health Westside Primary Care Los Angeles - Google Search,1,2025-03-10 18:29:56.159531
UCLA Health Westside Primary Care Los Angeles - Google Search,1,2025-03-10 18:29:56.159531
My Housing | Housing,1,2025-03-10 18:29:47.294117
Living on Campus | Housing,1,2025-03-10 18:29:42.426429
Home – UCLA Housing | Housing,1,2025-03-10 18:29:39.349984
OC ucla housing - Google Search,1,2025-03-10 18:29:37.744597
OC-O904 ucla - Google Search,1,2025-03-10 18:29:23.928485
Google,1,2025-03-10 18:29:21.779423
OC-O904 ucla - Google Search,1,2025-03-10 18:29:18.447199
sharks in atlantic ocean near santa monkca - Google Search,1,2025-03-10 17:55:04.175534
"The college major that earns the least money, according to data—and the rest of the 50 lowest-earning majors",1,2025-03-10 17:54:48.356386
Over 2 Million California Students Eligible for CalKIDS Scholarships - Victor Valley News,1,2025-03-10 14:01:13.213407
Over 2 Million California Students Eligible for CalKIDS Scholarships - Victor Valley News,1,2025-03-10 14:01:00.693313
https://arxiv.org/pdf/2503.05592,1,2025-03-10 13:55:20.905307
Paper page - R1-Searcher: Incentivizing the Search Capability in LLMs via Reinforcement Learning,1,2025-03-10 13:54:43.066885
Undergraduate Technical Breadth Area | OASA,2,2025-03-10 13:53:36.440475
texhnology breadth ucla cs - Google Search,1,2025-03-10 13:53:31.742464
Why was a brilliant kid rejected by the University of California? – Orange County Register,1,2025-03-10 13:53:22.227248
Programming and scripting with Unity | [site:name],1,2025-03-10 07:57:18.693172
Programming and scripting with Unity | [site:name],1,2025-03-10 07:57:18.693172
unity what language - Google Search,1,2025-03-10 07:57:14.388883
unity what language - Google Search,3,2025-03-10 07:57:13.481562
unity what language - Google Search,1,2025-03-10 07:57:09.769321
unity what language - Google Search,1,2025-03-10 07:57:03.716382
unity what language - Google Search,1,2025-03-10 07:56:47.746490
UC Berkeley Student: I Live in an Off-Campus House With 11 Other Girls - Business Insider,2,2025-03-10 07:56:42.484600
2401.11504,5,2025-03-09 22:34:06.876148
Generation,1,2025-03-09 22:34:04.944653
Uncrewed Aerial Systems ucla - Google Search,1,2025-03-09 22:33:02.494712
XML Introduction,1,2025-03-09 22:31:18.972096
what is xml - Google Search,1,2025-03-09 22:31:16.339614
BruinBear/ros2_ws/Quadroped-XML/quadroped.xml at main · UCLAX1/BruinBear,2,2025-03-09 22:31:02.263223
BruinBear/ros2_ws/Quadroped-XML at main · UCLAX1/BruinBear,2,2025-03-09 22:31:00.905392
BruinBear/ros2_ws at main · UCLAX1/BruinBear,3,2025-03-09 22:30:59.415660
UCLAX1/BruinBear,25,2025-03-09 22:30:59.284625
BruinBear/Trajectory Calc at main · UCLAX1/BruinBear,9,2025-03-09 22:30:56.583767
BruinBear/Trajectory Calc/calc.py at main · UCLAX1/BruinBear,4,2025-03-09 22:30:51.955001
Commits · UCLAX1/BruinBear,3,2025-03-09 22:30:39.338056
Washera Academy - YouTube,1,2025-03-09 22:30:21.230462
(63) Jensen Chen | LinkedIn,1,2025-03-09 22:30:06.147316
(63) Saayujh Ramanathan | LinkedIn,1,2025-03-09 22:30:06.128031
(63) Saayujh Ramanathan | LinkedIn,2,2025-03-09 22:29:54.095502
(63) Saayujh Ramanathan | LinkedIn,1,2025-03-09 22:29:53.018919
(63) Vivaan Patnaik | LinkedIn,1,2025-03-09 22:29:51.201350
(63) Vivaan Patnaik | LinkedIn,5,2025-03-09 22:29:42.958767
(63) UCSC Rocket Team: Overview | LinkedIn,1,2025-03-09 22:29:05.274153
(63) Vivaan Patnaik | LinkedIn,1,2025-03-09 22:28:57.916638
(63) 10spy: Overview | LinkedIn,1,2025-03-09 22:28:51.740586
(63) Education | Vivaan Patnaik | LinkedIn,1,2025-03-09 22:28:41.331895
(63) LinkedIn,1,2025-03-09 22:28:29.184763
(63) LinkedIn,6,2025-03-09 22:28:11.150591
(63) Yizheng Du | LinkedIn,2,2025-03-09 22:28:05.001900
(63) Yizheng Du | LinkedIn,1,2025-03-09 22:28:03.775962
(63) LinkedIn,1,2025-03-09 22:27:59.040588
(63) Nirmai Puthanveettil | LinkedIn,3,2025-03-09 22:27:51.260748
(63) Ira Dabke | LinkedIn,2,2025-03-09 22:27:38.675108
(63) Ira Dabke | LinkedIn,1,2025-03-09 22:27:38.004152
(63) Nirmai Puthanveettil | LinkedIn,1,2025-03-09 22:27:36.145532
(63) Experience | Nirmai Puthanveettil | LinkedIn,1,2025-03-09 22:27:09.303107
(63) LinkedIn,1,2025-03-09 22:26:49.204167
(63) Sanaya Bhasin | LinkedIn,2,2025-03-09 22:26:11.347771
(63) Sanaya Bhasin | LinkedIn,1,2025-03-09 22:26:10.759945
(63) LinkedIn,1,2025-03-09 22:26:07.850149
"Asabeneh/30-Days-Of-Python: 30 days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than100 days, follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw",5,2025-03-09 22:25:43.903416
30-Days-Of-Python/29_Day_Building_API at master · Asabeneh/30-Days-Of-Python,4,2025-03-09 22:25:43.289428
30-Days-Of-Python/29_Day_Building_API/29_building_API.md at master · Asabeneh/30-Days-Of-Python,2,2025-03-09 22:25:30.086746
30-Days-Of-Python/24_Day_Statistics at master · Asabeneh/30-Days-Of-Python,4,2025-03-09 22:25:25.167381
30-Days-Of-Python/24_Day_Statistics/24_statistics.md at master · Asabeneh/30-Days-Of-Python,2,2025-03-09 22:25:01.626092
Asabeneh's 30 days of Python - Google Search,1,2025-03-09 22:24:44.306897
(63) Victor Gusev | LinkedIn,2,2025-03-09 22:24:28.853901
(63) LinkedIn,1,2025-03-09 22:24:07.073822
(63) Red Tie Robotics: Overview | LinkedIn,1,2025-03-09 22:23:59.065516
LinkedIn,1,2025-03-09 22:23:58.863855
red tie robotics monte vista - Google Search,1,2025-03-09 22:23:56.664036
red tie robotics monte vista - Google Search,2,2025-03-09 22:23:56.635954
"Monte Vista Robotics Team Wins Award At FIRST Robotics Competition | Danville, CA Patch",2,2025-03-09 22:23:26.904482
Pulse · UCLAX1/BruinBear,3,2025-03-09 22:23:02.610309
chen4578,1,2025-03-09 22:22:58.747320
UCLAX1 (UCLAX1) / Repositories,6,2025-03-09 22:22:35.338755
UCLAX1,9,2025-03-09 22:22:32.303148
x1 robot ucla github - Google Search,2,2025-03-09 22:22:28.836862
UCLAX1/SurgicalRoboTech,9,2025-03-09 22:22:27.617648
Commits · UCLAX1/SurgicalRoboTech,3,2025-03-09 22:22:25.097883
SurgicalRoboTech/Gretchen at main · UCLAX1/SurgicalRoboTech,9,2025-03-09 22:22:08.421242
SurgicalRoboTech/Gretchen/1-first-steps-main at main · UCLAX1/SurgicalRoboTech,4,2025-03-09 22:22:07.391201
SurgicalRoboTech/Gretchen/1-first-steps-main/example_7_look_at_point.py at main · UCLAX1/SurgicalRoboTech,2,2025-03-09 22:22:01.857961
SurgicalRoboTech/Gretchen/3-face-pose-estimation-main at main · UCLAX1/SurgicalRoboTech,3,2025-03-09 22:21:49.035681
SurgicalRoboTech/Gretchen/3-face-pose-estimation-main/exercise_poseestimate.py at main · UCLAX1/SurgicalRoboTech,2,2025-03-09 22:21:34.594851
Sponsorship – Red Tie Robotics – Responsibility Empowers Discovery,2,2025-03-09 22:21:27.191701
First® Programs – Red Tie Robotics – Responsibility Empowers Discovery,3,2025-03-09 22:21:26.371631
Team Handbook – Red Tie Robotics – Responsibility Empowers Discovery,2,2025-03-09 22:21:25.828763
Red Tie Robotics – Responsibility Empowers Discovery,3,2025-03-09 22:21:25.270208
Red Tie Robotics – Responsibility Empowers Discovery – Team 1458 – Responsibility Empowers Discovery,2,2025-03-09 22:21:19.346789
24-25-RTR-TEAM-HANDBOOK-New-Logo.pdf,1,2025-03-09 22:19:12.807899
gene haas - Google Search,1,2025-03-09 22:18:40.768245
ADYA D. monte vista - Google Search,2,2025-03-09 22:18:07.112625
(63) Adya Agarwal | LinkedIn,2,2025-03-09 22:18:02.400547
(63) Adya Agarwal | LinkedIn,1,2025-03-09 22:18:01.760289
LinkedIn,1,2025-03-09 22:17:59.775198
About Us — Electron Losses and Fields Investigation,1,2025-03-09 22:17:02.011767
About Us — Electron Losses and Fields Investigation,1,2025-03-09 22:17:02.011767
Analysis Software — Electron Losses and Fields Investigation,1,2025-03-09 22:16:58.065024
Contact Us — Electron Losses and Fields Investigation,1,2025-03-09 22:16:48.831768
Contact Us — Electron Losses and Fields Investigation,1,2025-03-09 22:16:48.831768
Student Team — Electron Losses and Fields Investigation,1,2025-03-09 22:16:01.270939
Electron Losses and Fields Investigation,1,2025-03-09 22:14:35.395917
ELFIN CubeSat Experiment - Google Search,1,2025-03-09 22:14:29.171704
